p_k,country_id,ext_int,imp_exp,month,trade_value
1295,PL,INTRA,EXPORT,d2021_08,16579174786
1296,PL,WORLD,IMPORT,d2021_08,23450315373
1297,PL,WORLD,EXPORT,d2021_08,22260648747
1298,PT,EXTRA,IMPORT,d2021_08,1823454896
1299,PT,EXTRA,EXPORT,d2021_08,1471525407
1300,PT,INTRA,IMPORT,d2021_08,4287267218
1301,PT,INTRA,EXPORT,d2021_08,2886279513
1302,PT,WORLD,IMPORT,d2021_08,6110722114
1303,PT,WORLD,EXPORT,d2021_08,4357804920
1304,RO,EXTRA,IMPORT,d2021_08,2130842252
1305,RO,EXTRA,EXPORT,d2021_08,1827655595
1306,RO,INTRA,IMPORT,d2021_08,5269982997
1307,RO,INTRA,EXPORT,d2021_08,3786718564
1308,RO,WORLD,IMPORT,d2021_08,7400825249
1309,RO,WORLD,EXPORT,d2021_08,5614374159
1310,SE,EXTRA,IMPORT,d2021_08,4413600263
1311,SE,EXTRA,EXPORT,d2021_08,5036544483
1312,SE,INTRA,IMPORT,d2021_08,7959541202
1313,SE,INTRA,EXPORT,d2021_08,6276072001
1314,SE,WORLD,IMPORT,d2021_08,12373141465
1315,SE,WORLD,EXPORT,d2021_08,11312616484
1316,SI,EXTRA,IMPORT,d2021_08,1917745226
1317,SI,EXTRA,EXPORT,d2021_08,1096915052
1318,SI,INTRA,IMPORT,d2021_08,1971289584
1319,SI,INTRA,EXPORT,d2021_08,2408295244
1320,SI,WORLD,IMPORT,d2021_08,3889034810
1321,SI,WORLD,EXPORT,d2021_08,3505210296
1322,SK,EXTRA,IMPORT,d2021_08,1545028938
1323,SK,EXTRA,EXPORT,d2021_08,1195453840
1324,SK,INTRA,IMPORT,d2021_08,5006102685
1325,SK,INTRA,EXPORT,d2021_08,5102370799
1326,SK,WORLD,IMPORT,d2021_08,6551131623
1327,SK,WORLD,EXPORT,d2021_08,6297824639
1328,AT,EXTRA,IMPORT,d2021_09,3852503797
1329,AT,EXTRA,EXPORT,d2021_09,4653739327
1330,AT,INTRA,IMPORT,d2021_09,12584000334
1331,AT,INTRA,EXPORT,d2021_09,10671133733
1332,AT,WORLD,IMPORT,d2021_09,16436504131
1333,AT,WORLD,EXPORT,d2021_09,15324873060
1334,BE,EXTRA,IMPORT,d2021_09,15052769910
1335,BE,EXTRA,EXPORT,d2021_09,14070448818
1336,BE,INTRA,IMPORT,d2021_09,24284041547
1337,BE,INTRA,EXPORT,d2021_09,27514133940
1338,BE,WORLD,IMPORT,d2021_09,39336811457
1339,BE,WORLD,EXPORT,d2021_09,41584582758
1340,BG,EXTRA,IMPORT,d2021_09,1235216706
1341,BG,EXTRA,EXPORT,d2021_09,1059480271
1342,BG,INTRA,IMPORT,d2021_09,2130713873
1343,BG,INTRA,EXPORT,d2021_09,2017169346
1344,BG,WORLD,IMPORT,d2021_09,3365930579
1345,BG,WORLD,EXPORT,d2021_09,3076649617
1346,CY,EXTRA,IMPORT,d2021_09,198074209
1347,CY,EXTRA,EXPORT,d2021_09,118152406
1348,CY,INTRA,IMPORT,d2021_09,448889974
1349,CY,INTRA,EXPORT,d2021_09,83573977
1350,CY,WORLD,IMPORT,d2021_09,646964183
1351,CY,WORLD,EXPORT,d2021_09,201726383
1352,CZ,EXTRA,IMPORT,d2021_09,4196233883
1353,CZ,EXTRA,EXPORT,d2021_09,3133692242
1354,CZ,INTRA,IMPORT,d2021_09,11440228589
1355,CZ,INTRA,EXPORT,d2021_09,13016393517
1356,CZ,WORLD,IMPORT,d2021_09,15636462472
1357,CZ,WORLD,EXPORT,d2021_09,16150085759
1358,DE,EXTRA,IMPORT,d2021_09,37497548280
1359,DE,EXTRA,EXPORT,d2021_09,53963998085
1360,DE,INTRA,IMPORT,d2021_09,64558098894
1361,DE,INTRA,EXPORT,d2021_09,64762432315
1362,DE,WORLD,IMPORT,d2021_09,102055647174
1363,DE,WORLD,EXPORT,d2021_09,118726430400
1364,DK,EXTRA,IMPORT,d2021_09,2950603951
1365,DK,EXTRA,EXPORT,d2021_09,4165086613
1366,DK,INTRA,IMPORT,d2021_09,6114450781
1367,DK,INTRA,EXPORT,d2021_09,5097003708
1368,DK,WORLD,IMPORT,d2021_09,9065054732
1369,DK,WORLD,EXPORT,d2021_09,9262090321
1370,EE,EXTRA,IMPORT,d2021_09,470213351
1371,EE,EXTRA,EXPORT,d2021_09,541569027
1372,EE,INTRA,IMPORT,d2021_09,1301073207
1373,EE,INTRA,EXPORT,d2021_09,1168923436
1374,EE,WORLD,IMPORT,d2021_09,1771286558
1375,EE,WORLD,EXPORT,d2021_09,1710492463
1376,ES,EXTRA,IMPORT,d2021_09,14404339317
1377,ES,EXTRA,EXPORT,d2021_09,10428917569
1378,ES,INTRA,IMPORT,d2021_09,17810453099
1379,ES,INTRA,EXPORT,d2021_09,18118340575
1380,ES,WORLD,IMPORT,d2021_09,32214792416
1381,ES,WORLD,EXPORT,d2021_09,28547258144
1382,EU,EXTRA,IMPORT,d2021_09,187546080054
1383,EU,EXTRA,EXPORT,d2021_09,187132167226
1384,EU,INTRA,IMPORT,d2021_09,293642535061
1385,EU,INTRA,EXPORT,d2021_09,303808533265
1386,FI,EXTRA,IMPORT,d2021_09,2005630704
1387,FI,EXTRA,EXPORT,d2021_09,2773424914
1388,FI,INTRA,IMPORT,d2021_09,4515631832
1389,FI,INTRA,EXPORT,d2021_09,3898544551
1390,FI,WORLD,IMPORT,d2021_09,6521262536
1391,FI,WORLD,EXPORT,d2021_09,6671969465
1392,FR,EXTRA,IMPORT,d2021_09,17412653111
1393,FR,EXTRA,EXPORT,d2021_09,18906806260
1394,FR,INTRA,IMPORT,d2021_09,34637659671
1395,FR,INTRA,EXPORT,d2021_09,23918752400
1396,FR,WORLD,IMPORT,d2021_09,52050312782
1397,FR,WORLD,EXPORT,d2021_09,42825558660
1398,GR,EXTRA,IMPORT,d2021_09,2756279883
1399,GR,EXTRA,EXPORT,d2021_09,1697786633
1400,GR,INTRA,IMPORT,d2021_09,3101472465
1401,GR,INTRA,EXPORT,d2021_09,2044753877
1402,GR,WORLD,IMPORT,d2021_09,5857752348
1403,GR,WORLD,EXPORT,d2021_09,3742540510
1404,HR,EXTRA,IMPORT,d2021_09,675228464
1405,HR,EXTRA,EXPORT,d2021_09,504289778
1406,HR,INTRA,IMPORT,d2021_09,1935902148
1407,HR,INTRA,EXPORT,d2021_09,1124498753
1408,HR,WORLD,IMPORT,d2021_09,2611130612
1409,HR,WORLD,EXPORT,d2021_09,1628788531
1410,HU,EXTRA,IMPORT,d2021_09,3296521191
1411,HU,EXTRA,EXPORT,d2021_09,2396425010
1412,HU,INTRA,IMPORT,d2021_09,7457608845
1413,HU,INTRA,EXPORT,d2021_09,8025520763
1414,HU,WORLD,IMPORT,d2021_09,10754130036
1415,HU,WORLD,EXPORT,d2021_09,10421945773
1416,IE,EXTRA,IMPORT,d2021_09,5490685975
1417,IE,EXTRA,EXPORT,d2021_09,8553576167
1418,IE,INTRA,IMPORT,d2021_09,2881016996
1419,IE,INTRA,EXPORT,d2021_09,5841846225
1420,IE,WORLD,IMPORT,d2021_09,8371702971
1421,IE,WORLD,EXPORT,d2021_09,14395422392
1422,IT,EXTRA,IMPORT,d2021_09,19589194962
1423,IT,EXTRA,EXPORT,d2021_09,20230846764
1424,IT,INTRA,IMPORT,d2021_09,24113844516
1425,IT,INTRA,EXPORT,d2021_09,24912062502
1426,IT,WORLD,IMPORT,d2021_09,43703039478
1427,IT,WORLD,EXPORT,d2021_09,45142909266
1428,LT,EXTRA,IMPORT,d2021_09,1132809643
1429,LT,EXTRA,EXPORT,d2021_09,1284834188
1430,LT,INTRA,IMPORT,d2021_09,2219440973
1431,LT,INTRA,EXPORT,d2021_09,1834621528
1432,LT,WORLD,IMPORT,d2021_09,3352250616
1433,LT,WORLD,EXPORT,d2021_09,3119455716
1434,LU,EXTRA,IMPORT,d2021_09,290617775
1435,LU,EXTRA,EXPORT,d2021_09,267825655
1436,LU,INTRA,IMPORT,d2021_09,1653737989
1437,LU,INTRA,EXPORT,d2021_09,1018741508
1438,LU,WORLD,IMPORT,d2021_09,1944355764
1439,LU,WORLD,EXPORT,d2021_09,1286567163
1440,LV,EXTRA,IMPORT,d2021_09,533739993
1441,LV,EXTRA,EXPORT,d2021_09,670661532
1442,LV,INTRA,IMPORT,d2021_09,1403029481
1443,LV,INTRA,EXPORT,d2021_09,1069598812
1444,LV,WORLD,IMPORT,d2021_09,1936769474
1445,LV,WORLD,EXPORT,d2021_09,1740260344
1446,MT,EXTRA,IMPORT,d2021_09,159262375
1447,MT,EXTRA,EXPORT,d2021_09,100932602
1448,MT,INTRA,IMPORT,d2021_09,320275227
1449,MT,INTRA,EXPORT,d2021_09,83331771
1450,MT,WORLD,IMPORT,d2021_09,479537602
1451,MT,WORLD,EXPORT,d2021_09,184264373
1452,NL,EXTRA,IMPORT,d2021_09,32849801526
1453,NL,EXTRA,EXPORT,d2021_09,18787529193
1454,NL,INTRA,IMPORT,d2021_09,23401158686
1455,NL,INTRA,EXPORT,d2021_09,43765159857
1456,NL,WORLD,IMPORT,d2021_09,56250960212
1457,NL,WORLD,EXPORT,d2021_09,62552689050
1458,PL,EXTRA,IMPORT,d2021_09,8604778730
1459,PL,EXTRA,EXPORT,d2021_09,6268125977
1460,PL,INTRA,IMPORT,d2021_09,16623604458
1461,PL,INTRA,EXPORT,d2021_09,18702428475
1462,PL,WORLD,IMPORT,d2021_09,25228383188
1463,PL,WORLD,EXPORT,d2021_09,24970554452
1464,PT,EXTRA,IMPORT,d2021_09,2117082118
1465,PT,EXTRA,EXPORT,d2021_09,1575248341
1466,PT,INTRA,IMPORT,d2021_09,5253384858
1467,PT,INTRA,EXPORT,d2021_09,3916527666
1468,PT,WORLD,IMPORT,d2021_09,7370466976
1469,PT,WORLD,EXPORT,d2021_09,5491776007
1470,RO,EXTRA,IMPORT,d2021_09,2228322003
1471,RO,EXTRA,EXPORT,d2021_09,1758942845
1472,RO,INTRA,IMPORT,d2021_09,6242016718
1473,RO,INTRA,EXPORT,d2021_09,4527532647
1474,RO,WORLD,IMPORT,d2021_09,8470338721
1475,RO,WORLD,EXPORT,d2021_09,6286475492
1476,SE,EXTRA,IMPORT,d2021_09,4902476608
1477,SE,EXTRA,EXPORT,d2021_09,6656530197
1478,SE,INTRA,IMPORT,d2021_09,8996943167
1479,SE,INTRA,EXPORT,d2021_09,7778407927
1480,SE,WORLD,IMPORT,d2021_09,13899419775
1481,SE,WORLD,EXPORT,d2021_09,14434938124
1482,SI,EXTRA,IMPORT,d2021_09,2104493028
1483,SI,EXTRA,EXPORT,d2021_09,1391798859
1484,SI,INTRA,IMPORT,d2021_09,2441471878
1485,SI,INTRA,EXPORT,d2021_09,3038640959
1486,SI,WORLD,IMPORT,d2021_09,4545964906
1487,SI,WORLD,EXPORT,d2021_09,4430439818
1488,SK,EXTRA,IMPORT,d2021_09,1538998561
1489,SK,EXTRA,EXPORT,d2021_09,1171497953
1490,SK,INTRA,IMPORT,d2021_09,5772384855
1491,SK,INTRA,EXPORT,d2021_09,5858458497
1492,SK,WORLD,IMPORT,d2021_09,7311383416
1493,SK,WORLD,EXPORT,d2021_09,7029956450
1494,AT,EXTRA,IMPORT,d2021_10,3883198493
1495,AT,EXTRA,EXPORT,d2021_10,4520590524
1496,AT,INTRA,IMPORT,d2021_10,12505163347
1497,AT,INTRA,EXPORT,d2021_10,10229710835
1498,AT,WORLD,IMPORT,d2021_10,16388361840
1499,AT,WORLD,EXPORT,d2021_10,14750301359
1500,BE,EXTRA,IMPORT,d2021_10,16195566794
1501,BE,EXTRA,EXPORT,d2021_10,14375654265
1502,BE,INTRA,IMPORT,d2021_10,26565441819
1503,BE,INTRA,EXPORT,d2021_10,29470898337
1504,BE,WORLD,IMPORT,d2021_10,42761008613
1505,BE,WORLD,EXPORT,d2021_10,43846552602
1506,BG,EXTRA,IMPORT,d2021_10,1394098230
1507,BG,EXTRA,EXPORT,d2021_10,962937079
1508,BG,INTRA,IMPORT,d2021_10,2110604607
1509,BG,INTRA,EXPORT,d2021_10,2158566360
1510,BG,WORLD,IMPORT,d2021_10,3504702837
1511,BG,WORLD,EXPORT,d2021_10,3121503439
1512,CY,EXTRA,IMPORT,d2021_10,221142987
1513,CY,EXTRA,EXPORT,d2021_10,386276072
1514,CY,INTRA,IMPORT,d2021_10,505509789
1515,CY,INTRA,EXPORT,d2021_10,74402608
1516,CY,WORLD,IMPORT,d2021_10,726652776
1517,CY,WORLD,EXPORT,d2021_10,460678680
1518,CZ,EXTRA,IMPORT,d2021_10,4328070116
1519,CZ,EXTRA,EXPORT,d2021_10,3054331821
1520,CZ,INTRA,IMPORT,d2021_10,11364862747
1521,CZ,INTRA,EXPORT,d2021_10,13341528670
1522,CZ,WORLD,IMPORT,d2021_10,15692932863
1523,CZ,WORLD,EXPORT,d2021_10,16395860491
1524,DE,EXTRA,IMPORT,d2021_10,39612712615
1525,DE,EXTRA,EXPORT,d2021_10,55103307682
1526,DE,INTRA,IMPORT,d2021_10,69151670857
1527,DE,INTRA,EXPORT,d2021_10,66793102204
1528,DE,WORLD,IMPORT,d2021_10,108764383472
1529,DE,WORLD,EXPORT,d2021_10,121896409886
1530,DK,EXTRA,IMPORT,d2021_10,2905858011
1531,DK,EXTRA,EXPORT,d2021_10,4233554858
1532,DK,INTRA,IMPORT,d2021_10,6199123821
1533,DK,INTRA,EXPORT,d2021_10,5054871350
1534,DK,WORLD,IMPORT,d2021_10,9104981832
1535,DK,WORLD,EXPORT,d2021_10,9288426208
1536,EE,EXTRA,IMPORT,d2021_10,473266606
1537,EE,EXTRA,EXPORT,d2021_10,539737784
1538,EE,INTRA,IMPORT,d2021_10,1342865542
1539,EE,INTRA,EXPORT,d2021_10,1122212019
1540,EE,WORLD,IMPORT,d2021_10,1816132148
1541,EE,WORLD,EXPORT,d2021_10,1661949803
1542,ES,EXTRA,IMPORT,d2021_10,15661984954
1543,ES,EXTRA,EXPORT,d2021_10,10601258748
1544,ES,INTRA,IMPORT,d2021_10,16334110978
1545,ES,INTRA,EXPORT,d2021_10,17060870377
1546,ES,WORLD,IMPORT,d2021_10,31996095932
1547,ES,WORLD,EXPORT,d2021_10,27662129125
1548,EU,EXTRA,IMPORT,d2021_10,197945173273
1549,EU,EXTRA,EXPORT,d2021_10,190861416406
1550,EU,INTRA,IMPORT,d2021_10,302082617857
1551,EU,INTRA,EXPORT,d2021_10,308958603082
1552,FI,EXTRA,IMPORT,d2021_10,2273329595
1553,FI,EXTRA,EXPORT,d2021_10,2681123863
1554,FI,INTRA,IMPORT,d2021_10,4421727378
1555,FI,INTRA,EXPORT,d2021_10,3491584353
1556,FI,WORLD,IMPORT,d2021_10,6695056973
1557,FI,WORLD,EXPORT,d2021_10,6172708216
1558,FR,EXTRA,IMPORT,d2021_10,18463068961
1559,FR,EXTRA,EXPORT,d2021_10,19961144754
1560,FR,INTRA,IMPORT,d2021_10,35403765785
1561,FR,INTRA,EXPORT,d2021_10,24698068954
1562,FR,WORLD,IMPORT,d2021_10,53866834746
1563,FR,WORLD,EXPORT,d2021_10,44659213708
1564,GR,EXTRA,IMPORT,d2021_10,3033922882
1565,GR,EXTRA,EXPORT,d2021_10,1766800160
1566,GR,INTRA,IMPORT,d2021_10,3041962340
1567,GR,INTRA,EXPORT,d2021_10,1938557958
1568,GR,WORLD,IMPORT,d2021_10,6075885222
1569,GR,WORLD,EXPORT,d2021_10,3705358118
1570,HR,EXTRA,IMPORT,d2021_10,704260456
1571,HR,EXTRA,EXPORT,d2021_10,555082551
1572,HR,INTRA,IMPORT,d2021_10,1937648217
1573,HR,INTRA,EXPORT,d2021_10,1150047886
1574,HR,WORLD,IMPORT,d2021_10,2641908673
1575,HR,WORLD,EXPORT,d2021_10,1705130437
1576,HU,EXTRA,IMPORT,d2021_10,3220428863
1577,HU,EXTRA,EXPORT,d2021_10,2248089135
1578,HU,INTRA,IMPORT,d2021_10,7675278847
1579,HU,INTRA,EXPORT,d2021_10,7940696881
1580,HU,WORLD,IMPORT,d2021_10,10895707710
1581,HU,WORLD,EXPORT,d2021_10,10188786016
1582,IE,EXTRA,IMPORT,d2021_10,6001460272
1583,IE,EXTRA,EXPORT,d2021_10,9573520514
1584,IE,INTRA,IMPORT,d2021_10,3015486858
1585,IE,INTRA,EXPORT,d2021_10,5112844123
1586,IE,WORLD,IMPORT,d2021_10,9016947130
1587,IE,WORLD,EXPORT,d2021_10,14686364637
1588,IT,EXTRA,IMPORT,d2021_10,19973613917
1589,IT,EXTRA,EXPORT,d2021_10,21935373719
1590,IT,INTRA,IMPORT,d2021_10,24178357299
1591,IT,INTRA,EXPORT,d2021_10,24433073442
1592,IT,WORLD,IMPORT,d2021_10,44151971216
1593,IT,WORLD,EXPORT,d2021_10,46368447161
1594,LT,EXTRA,IMPORT,d2021_10,1206219748
1595,LT,EXTRA,EXPORT,d2021_10,1347743112
1596,LT,INTRA,IMPORT,d2021_10,2338227335
1597,LT,INTRA,EXPORT,d2021_10,1868049411
1598,LT,WORLD,IMPORT,d2021_10,3544447083
1599,LT,WORLD,EXPORT,d2021_10,3215792523
1600,LU,EXTRA,IMPORT,d2021_10,166850003
1601,LU,EXTRA,EXPORT,d2021_10,225702293
1602,LU,INTRA,IMPORT,d2021_10,2081475224
1603,LU,INTRA,EXPORT,d2021_10,993845851
1604,LU,WORLD,IMPORT,d2021_10,2248325227
1605,LU,WORLD,EXPORT,d2021_10,1219548144
1606,LV,EXTRA,IMPORT,d2021_10,619221949
1607,LV,EXTRA,EXPORT,d2021_10,612398386
1608,LV,INTRA,IMPORT,d2021_10,1362572841
1609,LV,INTRA,EXPORT,d2021_10,1070551367
1610,LV,WORLD,IMPORT,d2021_10,1981794790
1611,LV,WORLD,EXPORT,d2021_10,1682949753
1612,MT,EXTRA,IMPORT,d2021_10,172439867
1613,MT,EXTRA,EXPORT,d2021_10,159094868
1614,MT,INTRA,IMPORT,d2021_10,268336991
1615,MT,INTRA,EXPORT,d2021_10,89463387
1616,MT,WORLD,IMPORT,d2021_10,440776858
1617,MT,WORLD,EXPORT,d2021_10,248558255
1618,NL,EXTRA,IMPORT,d2021_10,34379079385
1619,NL,EXTRA,EXPORT,d2021_10,16779358574
1620,NL,INTRA,IMPORT,d2021_10,23484084624
1621,NL,INTRA,EXPORT,d2021_10,45217660534
1622,NL,WORLD,IMPORT,d2021_10,57863164009
1623,NL,WORLD,EXPORT,d2021_10,61997019108
1624,PL,EXTRA,IMPORT,d2021_10,9140999704
1625,PL,EXTRA,EXPORT,d2021_10,6524815762
1626,PL,INTRA,IMPORT,d2021_10,17175876449
1627,PL,INTRA,EXPORT,d2021_10,19460883561
1628,PL,WORLD,IMPORT,d2021_10,26316876153
1629,PL,WORLD,EXPORT,d2021_10,25985699323
1630,PT,EXTRA,IMPORT,d2021_10,2106537312
1631,PT,EXTRA,EXPORT,d2021_10,1580501008
1632,PT,INTRA,IMPORT,d2021_10,5479995793
1633,PT,INTRA,EXPORT,d2021_10,3987417086
1634,PT,WORLD,IMPORT,d2021_10,7586533105
1635,PT,WORLD,EXPORT,d2021_10,5567918094
1636,RO,EXTRA,IMPORT,d2021_10,2608994473
1637,RO,EXTRA,EXPORT,d2021_10,1796856612
1638,RO,INTRA,IMPORT,d2021_10,6395432475
1639,RO,INTRA,EXPORT,d2021_10,4684770386
1640,RO,WORLD,IMPORT,d2021_10,9004426948
1641,RO,WORLD,EXPORT,d2021_10,6481626998
1642,SE,EXTRA,IMPORT,d2021_10,5128487759
1643,SE,EXTRA,EXPORT,d2021_10,6576119018
1644,SE,INTRA,IMPORT,d2021_10,9398250228
1645,SE,INTRA,EXPORT,d2021_10,7892025577
1646,SE,WORLD,IMPORT,d2021_10,14526737987
1647,SE,WORLD,EXPORT,d2021_10,14468144595
1648,SI,EXTRA,IMPORT,d2021_10,2262526230
1649,SI,EXTRA,EXPORT,d2021_10,1387889918
1650,SI,INTRA,IMPORT,d2021_10,2479771146
1651,SI,INTRA,EXPORT,d2021_10,3085290851
1652,SI,WORLD,IMPORT,d2021_10,4742297376
1653,SI,WORLD,EXPORT,d2021_10,4473180769
1654,SK,EXTRA,IMPORT,d2021_10,1807833091
1655,SK,EXTRA,EXPORT,d2021_10,1372153326
1656,SK,INTRA,IMPORT,d2021_10,5865014520
1657,SK,INTRA,EXPORT,d2021_10,6537608714
1658,SK,WORLD,IMPORT,d2021_10,7672847611
1659,SK,WORLD,EXPORT,d2021_10,7909762040
1660,AT,EXTRA,IMPORT,d2021_11,4094117007
1661,AT,EXTRA,EXPORT,d2021_11,5077618285
1662,AT,INTRA,IMPORT,d2021_11,13409348442
1663,AT,INTRA,EXPORT,d2021_11,11327851191
1664,AT,WORLD,IMPORT,d2021_11,17503465449
1665,AT,WORLD,EXPORT,d2021_11,16405469476
1666,BE,EXTRA,IMPORT,d2021_11,16476563127
1667,BE,EXTRA,EXPORT,d2021_11,13770320119
1668,BE,INTRA,IMPORT,d2021_11,27859412525
1669,BE,INTRA,EXPORT,d2021_11,29093954292
1670,BE,WORLD,IMPORT,d2021_11,44335975652
1671,BE,WORLD,EXPORT,d2021_11,42864274411
1672,BG,EXTRA,IMPORT,d2021_11,1536228470
1673,BG,EXTRA,EXPORT,d2021_11,933595225
1674,BG,INTRA,IMPORT,d2021_11,2310457143
1675,BG,INTRA,EXPORT,d2021_11,2238087715
1676,BG,WORLD,IMPORT,d2021_11,3846685613
1677,BG,WORLD,EXPORT,d2021_11,3171682940
1678,CY,EXTRA,IMPORT,d2021_11,463519659
1679,CY,EXTRA,EXPORT,d2021_11,263639467
1680,CY,INTRA,IMPORT,d2021_11,531520692
1681,CY,INTRA,EXPORT,d2021_11,100749097
1682,CY,WORLD,IMPORT,d2021_11,995040351
1683,CY,WORLD,EXPORT,d2021_11,364388564
1684,CZ,EXTRA,IMPORT,d2021_11,4527862212
1685,CZ,EXTRA,EXPORT,d2021_11,3552560780
1686,CZ,INTRA,IMPORT,d2021_11,12750099319
1687,CZ,INTRA,EXPORT,d2021_11,15139204083
1688,CZ,WORLD,IMPORT,d2021_11,17277961531
1689,CZ,WORLD,EXPORT,d2021_11,18691764863
1690,DE,EXTRA,IMPORT,d2021_11,42102442358
1691,DE,EXTRA,EXPORT,d2021_11,58417978729
1692,DE,INTRA,IMPORT,d2021_11,72341391149
1693,DE,INTRA,EXPORT,d2021_11,68130435090
1694,DE,WORLD,IMPORT,d2021_11,114443833507
1695,DE,WORLD,EXPORT,d2021_11,126548413819
1696,DK,EXTRA,IMPORT,d2021_11,3143935051
1697,DK,EXTRA,EXPORT,d2021_11,4829923359
1698,DK,INTRA,IMPORT,d2021_11,6541182502
1699,DK,INTRA,EXPORT,d2021_11,5485623785
1700,DK,WORLD,IMPORT,d2021_11,9685117553
1701,DK,WORLD,EXPORT,d2021_11,10315547144
1702,EE,EXTRA,IMPORT,d2021_11,508139801
1703,EE,EXTRA,EXPORT,d2021_11,564922010
1704,EE,INTRA,IMPORT,d2021_11,1364563621
1705,EE,INTRA,EXPORT,d2021_11,1173808164
1706,EE,WORLD,IMPORT,d2021_11,1872703422
1707,EE,WORLD,EXPORT,d2021_11,1738730174
1708,ES,EXTRA,IMPORT,d2021_11,16927705128
1709,ES,EXTRA,EXPORT,d2021_11,11768874159
1710,ES,INTRA,IMPORT,d2021_11,18058298393
1711,ES,INTRA,EXPORT,d2021_11,18534665817
1712,ES,WORLD,IMPORT,d2021_11,34986003521
1713,ES,WORLD,EXPORT,d2021_11,30303539976
1714,EU,EXTRA,IMPORT,d2021_11,212269442166
1715,EU,EXTRA,EXPORT,d2021_11,201638294860
1716,EU,INTRA,IMPORT,d2021_11,322746987813
1717,EU,INTRA,EXPORT,d2021_11,326554104887
1718,FI,EXTRA,IMPORT,d2021_11,2213727460
1719,FI,EXTRA,EXPORT,d2021_11,2839136199
1720,FI,INTRA,IMPORT,d2021_11,4802346928
1721,FI,INTRA,EXPORT,d2021_11,3833358072
1722,FI,WORLD,IMPORT,d2021_11,7016074388
1723,FI,WORLD,EXPORT,d2021_11,6672494271
1724,FR,EXTRA,IMPORT,d2021_11,20170284832
1725,FR,EXTRA,EXPORT,d2021_11,19524882783
1726,FR,INTRA,IMPORT,d2021_11,37809260633
1727,FR,INTRA,EXPORT,d2021_11,25771647480
1728,FR,WORLD,IMPORT,d2021_11,57979545465
1729,FR,WORLD,EXPORT,d2021_11,45296530263
1730,GR,EXTRA,IMPORT,d2021_11,3573343691
1731,GR,EXTRA,EXPORT,d2021_11,1874735162
1732,GR,INTRA,IMPORT,d2021_11,3300250065
1733,GR,INTRA,EXPORT,d2021_11,2057519617
1734,GR,WORLD,IMPORT,d2021_11,6873593756
1735,GR,WORLD,EXPORT,d2021_11,3932254779
1736,HR,EXTRA,IMPORT,d2021_11,766969837
1737,HR,EXTRA,EXPORT,d2021_11,580401168
1738,HR,INTRA,IMPORT,d2021_11,2034324530
1739,HR,INTRA,EXPORT,d2021_11,1271777504
1740,HR,WORLD,IMPORT,d2021_11,2801294367
1741,HR,WORLD,EXPORT,d2021_11,1852178672
1742,HU,EXTRA,IMPORT,d2021_11,3199469271
1743,HU,EXTRA,EXPORT,d2021_11,2430645802
1744,HU,INTRA,IMPORT,d2021_11,8343328502
1745,HU,INTRA,EXPORT,d2021_11,8821409864
1746,HU,WORLD,IMPORT,d2021_11,11542797773
1747,HU,WORLD,EXPORT,d2021_11,11252055666
1748,IE,EXTRA,IMPORT,d2021_11,6515077201
1749,IE,EXTRA,EXPORT,d2021_11,9439515650
1750,IE,INTRA,IMPORT,d2021_11,3899853516
1751,IE,INTRA,EXPORT,d2021_11,5771216845
1752,IE,WORLD,IMPORT,d2021_11,10414930717
1753,IE,WORLD,EXPORT,d2021_11,15210732495
1754,IT,EXTRA,IMPORT,d2021_11,20404040618
1755,IT,EXTRA,EXPORT,d2021_11,22755451222
1756,IT,INTRA,IMPORT,d2021_11,25992683932
1757,IT,INTRA,EXPORT,d2021_11,25840832435
1758,IT,WORLD,IMPORT,d2021_11,46396724550
1759,IT,WORLD,EXPORT,d2021_11,48596283657
1760,LT,EXTRA,IMPORT,d2021_11,1268768199
1761,LT,EXTRA,EXPORT,d2021_11,1457059310
1762,LT,INTRA,IMPORT,d2021_11,2443710455
1763,LT,INTRA,EXPORT,d2021_11,1938060288
1764,LT,WORLD,IMPORT,d2021_11,3712478654
1765,LT,WORLD,EXPORT,d2021_11,3395119598
1766,LU,EXTRA,IMPORT,d2021_11,219183410
1767,LU,EXTRA,EXPORT,d2021_11,263476328
1768,LU,INTRA,IMPORT,d2021_11,1808993969
1769,LU,INTRA,EXPORT,d2021_11,1021105846
1770,LU,WORLD,IMPORT,d2021_11,2028177379
1771,LU,WORLD,EXPORT,d2021_11,1284582174
1772,LV,EXTRA,IMPORT,d2021_11,425894605
1773,LV,EXTRA,EXPORT,d2021_11,602868688
1774,LV,INTRA,IMPORT,d2021_11,1376303807
1775,LV,INTRA,EXPORT,d2021_11,1146758776
1776,LV,WORLD,IMPORT,d2021_11,1802198412
1777,LV,WORLD,EXPORT,d2021_11,1749627464
1778,MT,EXTRA,IMPORT,d2021_11,280889046
1779,MT,EXTRA,EXPORT,d2021_11,175264000
1780,MT,INTRA,IMPORT,d2021_11,347772239
1781,MT,INTRA,EXPORT,d2021_11,72726597
1782,MT,WORLD,IMPORT,d2021_11,628661285
1783,MT,WORLD,EXPORT,d2021_11,247990597
1784,NL,EXTRA,IMPORT,d2021_11,38797806825
1785,NL,EXTRA,EXPORT,d2021_11,20631147615
1786,NL,INTRA,IMPORT,d2021_11,25351685808
1787,NL,INTRA,EXPORT,d2021_11,48067937682
1788,NL,WORLD,IMPORT,d2021_11,64149492633
